weight,height,size
119,193,XXXL
92,180,XL
67,157,M
77,161,L
93,190,XXL
69,163,M
72,160,M
104,193,XXXL
57,159,S
59,159,S
70,160,M
59,161,S
82,158,L
72,159,M
92,179,XL
97,171,XXL
89,173,XL
75,156,M
56,163,S
92,170,XL
83,164,L
68,163,M
73,156,M
107,200,XXXL
57,161,S
66,161,M
57,157,S
0,0,XXS
93,184,XXL
90,156,XL
105,191,XXXL
55,158,S
90,172,XL
70,163,M
88,178,XL
117,200,XXXL
57,165,S
91,164,XL
102,191,XXXL
73,159,M
107,192,XXXL
78,162,L
60,161,S
107,200,XXXL
91,189,XL
75,161,M
83,155,L
116,197,XXXL
109,195,XXXL
110,196,XXXL
59,163,S
118,195,XXXL
55,164,S
87,172,XL
94,190,XXL
85,162,L
60,158,S
57,161,S
92,178,XL
85,159,L
84,161,L
67,157,M
0,0,XXS
92,169,XL
88,190,XL
102,199,XXXL
75,158,M
116,200,XXXL
82,155,L
94,177,XXL
71,164,M
101,198,XXXL
90,155,XL
0,0,XXS
0,0,XXS
74,155,M
98,189,XXL
120,192,XXXL
79,157,L
83,163,L
102,197,XXXL
55,161,S
60,163,S
116,196,XXXL
97,182,XXL
115,192,XXXL
74,160,M
117,194,XXXL
67,159,M
75,162,M
111,192,XXXL
68,160,M
86,166,XL
82,164,L
107,193,XXXL
55,161,S
107,191,XXXL
101,195,XXXL
0,0,XXS
57,161,S
88,186,XL
60,163,S
102,197,XXXL
69,158,M
89,165,XL
67,159,M
112,197,XXXL
105,193,XXXL
69,162,M
120,200,XXXL
68,164,M
92,172,XL
109,192,XXXL
74,158,M
84,162,L
92,165,XL
114,196,XXXL
102,192,XXXL
74,156,M
87,189,XL
85,161,L
0,0,XXS
68,156,M
92,161,XL
86,170,XL
0,0,XXS
58,155,S
0,0,XXS
91,164,XL
89,183,XL
114,198,XXXL
82,164,L
70,165,M
113,198,XXXL
70,156,M
73,162,M
88,184,XL
68,161,M
113,191,XXXL
72,165,M
74,158,M
66,160,M
106,192,XXXL
66,161,M
55,164,S
96,181,XXL
112,199,XXXL
89,159,XL
87,184,XL
58,162,S
109,197,XXXL
68,161,M
74,164,M
71,161,M
66,165,M
76,158,L
97,188,XXL
55,155,S
99,183,XXL
56,158,S
87,176,XL
73,160,M
69,164,M
60,162,S
56,158,S
57,159,S
92,157,XL
0,0,XXS
0,0,XXS
108,195,XXXL
0,0,XXS
112,198,XXXL
73,162,M
77,165,L
90,184,XL
115,198,XXXL
94,171,XXL
117,198,XXXL
112,194,XXXL
59,162,S
79,155,L
89,167,XL
94,186,XXL
81,162,L
120,200,XXXL
0,0,XXS
101,199,XXXL
78,165,L
75,162,M
57,158,S
74,161,M
60,164,S
103,195,XXXL
74,156,M
72,155,M
93,175,XXL
92,172,XL
90,185,XL
73,162,M
80,165,L
96,177,XXL
58,157,S
57,155,S
57,156,S
67,156,M
105,191,XXXL
73,159,M
91,156,XL
107,195,XXXL
71,165,M
69,160,M
0,0,XXS
96,179,XXL
55,162,S
67,162,M
110,192,XXXL
80,160,L
109,194,XXXL
118,195,XXXL
100,190,XXL
115,196,XXXL
113,195,XXXL
82,163,L
102,197,XXXL
113,200,XXXL
59,163,S
110,199,XXXL
118,195,XXXL
117,192,XXXL
66,164,M
87,160,XL
81,165,L
80,156,L
86,160,XL
0,0,XXS
0,0,XXS
83,157,L
57,156,S
95,173,XXL
55,163,S
70,160,M
58,157,S
104,194,XXXL
119,199,XXXL
108,196,XXXL
70,160,M
101,200,XXXL
76,155,L
88,166,XL
89,178,XL
0,0,XXS
92,159,XL
81,161,L
59,158,S
67,157,M
58,157,S
117,196,XXXL
85,160,L
72,163,M
72,165,M
96,173,XXL
77,162,L
98,188,XXL
55,160,S
100,187,XXL
90,190,XL
93,178,XXL
74,157,M
100,185,XXL
58,160,S
108,192,XXXL
81,157,L
78,163,L
118,198,XXXL
78,159,L
66,162,M
0,0,XXS
97,184,XXL
73,161,M
56,162,S
0,0,XXS
68,156,M
94,177,XXL
56,157,S
57,158,S
72,163,M
86,165,XL
104,193,XXXL
70,160,M
55,155,S
118,196,XXXL
75,157,M
70,162,M
80,157,L
90,167,XL
89,182,XL
120,195,XXXL
91,175,XL
83,155,L
68,158,M
111,195,XXXL
81,165,L
107,198,XXXL
84,157,L
66,157,M
118,200,XXXL
66,162,M
90,169,XL
118,198,XXXL
59,162,S
95,182,XXL
0,0,XXS
115,198,XXXL
118,191,XXXL
73,164,M
77,164,L
73,156,M
67,161,M
101,193,XXXL
68,162,M
77,164,L
82,161,L
69,163,M
59,155,S
108,194,XXXL
91,158,XL
91,175,XL
92,171,XL
60,155,S
111,199,XXXL
56,160,S
0,0,XXS
94,170,XXL
69,158,M
85,159,L
77,158,L
90,168,XL
73,160,M
112,193,XXXL
0,0,XXS
78,156,L
82,159,L
109,193,XXXL
80,163,L
56,157,S
60,161,S
84,162,L
107,199,XXXL
91,190,XL
81,157,L
88,175,XL
68,156,M
56,165,S
119,195,XXXL
92,171,XL
75,159,M
76,161,L
83,164,L
76,155,L
66,165,M
119,199,XXXL
88,170,XL
77,162,L
55,156,S
94,179,XXL
114,194,XXXL
116,194,XXXL
0,0,XXS
55,159,S
55,155,S
115,192,XXXL
57,156,S
111,191,XXXL
94,177,XXL
87,167,XL
105,195,XXXL
93,173,XXL
89,183,XL
75,156,M
0,0,XXS
68,155,M
80,155,L
55,158,S
78,155,L
114,195,XXXL
97,181,XXL
67,161,M
55,161,S
68,164,M
0,0,XXS
120,199,XXXL
56,156,S
77,158,L
108,193,XXXL
89,184,XL
57,163,S
0,0,XXS
68,165,M
69,165,M
66,162,M
85,157,L
74,159,M
71,165,M
80,157,L
0,0,XXS
108,192,XXXL
55,161,S
96,181,XXL
96,183,XXL
79,157,L
69,163,M
69,157,M
57,155,S
110,191,XXXL
55,159,S
120,197,XXXL
104,193,XXXL
66,165,M
76,164,L
59,160,S
91,164,XL
68,161,M
85,165,L
0,0,XXS
94,171,XXL
87,163,XL
82,160,L
109,191,XXXL
57,165,S
0,0,XXS
59,156,S
79,160,L
79,161,L
70,161,M
58,159,S
76,164,L
89,167,XL
99,188,XXL
74,157,M
57,160,S
74,162,M
57,162,S
79,156,L
91,181,XL
109,196,XXXL
70,163,M
107,197,XXXL
56,164,S
70,162,M
85,156,L
118,194,XXXL
84,165,L
71,165,M
105,195,XXXL
56,161,S
58,155,S
58,160,S
74,161,M
89,168,XL
76,162,L
57,155,S
66,160,M
55,163,S
80,157,L
111,199,XXXL
57,164,S
68,158,M
0,0,XXS
118,199,XXXL
0,0,XXS
95,174,XXL
88,167,XL
73,158,M
57,156,S
0,0,XXS
91,182,XL
70,159,M
76,160,L
111,195,XXXL
95,172,XXL
116,198,XXXL
70,164,M
120,192,XXXL
90,164,XL
57,165,S
110,198,XXXL
58,155,S
0,0,XXS
0,0,XXS
118,197,XXXL
74,163,M
70,164,M
83,162,L
70,163,M
59,155,S
89,189,XL
92,170,XL
70,160,M
79,161,L
84,155,L
86,156,XL
80,163,L
67,158,M
88,184,XL
57,161,S
60,163,S
0,0,XXS
87,169,XL
101,192,XXXL
108,200,XXXL
58,155,S
112,199,XXXL
84,160,L
105,193,XXXL
0,0,XXS
90,172,XL
111,192,XXXL
71,158,M
56,165,S
69,161,M
0,0,XXS
80,158,L
56,158,S
82,162,L
92,181,XL
107,198,XXXL
73,156,M
92,167,XL
68,165,M
92,169,XL
115,200,XXXL
90,177,XL
0,0,XXS
56,161,S
67,155,M
91,157,XL
69,156,M
101,195,XXXL
107,195,XXXL
74,165,M
111,200,XXXL
57,158,S
75,160,M
72,157,M
92,188,XL
102,194,XXXL
75,161,M
85,160,L
120,195,XXXL
68,164,M
108,199,XXXL
74,159,M
0,0,XXS
115,197,XXXL
56,162,S
97,189,XXL
76,155,L
93,170,XXL
89,156,XL
96,183,XXL
81,163,L
71,164,M
92,176,XL
68,157,M
0,0,XXS
92,163,XL
93,181,XXL
103,200,XXXL
86,187,XL
58,165,S
56,155,S
58,156,S
90,180,XL
55,158,S
59,165,S
0,0,XXS
0,0,XXS
83,155,L
75,160,M
58,165,S
80,155,L
74,155,M
89,164,XL
0,0,XXS
98,188,XXL
56,164,S
94,185,XXL
104,191,XXXL
59,160,S
69,156,M
86,162,XL
112,193,XXXL
89,162,XL
67,159,M
87,167,XL
120,197,XXXL
107,199,XXXL
81,161,L
56,163,S
72,155,M
58,161,S
68,165,M
0,0,XXS
0,0,XXS
107,195,XXXL
82,156,L
90,180,XL
92,176,XL
67,164,M
57,159,S
60,159,S
73,160,M
107,195,XXXL
57,155,S
108,198,XXXL
89,156,XL
80,157,L
100,177,XXL
0,0,XXS
113,194,XXXL
85,165,L
97,184,XXL
85,156,L
55,159,S
86,182,XL
0,0,XXS
58,158,S
67,164,M
72,163,M
89,189,XL
60,163,S
69,162,M
84,162,L
87,178,XL
89,174,XL
102,194,XXXL
116,196,XXXL
111,194,XXXL
78,155,L
99,170,XXL
112,191,XXXL
74,161,M
68,158,M
73,164,M
90,162,XL
66,162,M
95,189,XXL
76,163,L
91,167,XL
114,196,XXXL
74,163,M
107,192,XXXL
74,156,M
97,182,XXL
89,155,XL
0,0,XXS
72,165,M
67,158,M
76,159,L
71,159,M
79,163,L
80,157,L
0,0,XXS
0,0,XXS
67,159,M
89,165,XL
60,160,S
56,165,S
83,165,L
98,190,XXL
75,155,M
84,159,L
110,198,XXXL
78,159,L
99,187,XXL
101,199,XXXL
92,179,XL
105,200,XXXL
84,164,L
69,159,M
105,192,XXXL
77,164,L
73,159,M
70,158,M
118,197,XXXL
97,183,XXL
116,192,XXXL
0,0,XXS
84,165,L
86,181,XL
120,197,XXXL
87,161,XL
70,162,M
57,158,S
90,178,XL
67,158,M
108,192,XXXL
75,164,M
59,159,S
74,162,M
87,174,XL
82,158,L
78,160,L
70,160,M
69,155,M
81,159,L
92,163,XL
72,159,M
81,155,L
59,165,S
95,185,XXL
56,162,S
87,160,XL
73,162,M
73,158,M
102,198,XXXL
105,192,XXXL
119,194,XXXL
80,158,L
55,163,S
60,162,S
120,192,XXXL
72,164,M
118,191,XXXL
108,193,XXXL
69,162,M
105,196,XXXL
79,162,L
111,195,XXXL
97,180,XXL
75,165,M
100,175,XXL
87,189,XL
90,164,XL
0,0,XXS
119,192,XXXL
55,165,S
56,156,S
56,164,S
0,0,XXS
56,159,S
110,197,XXXL
96,186,XXL
86,166,XL
59,163,S
83,161,L
119,194,XXXL
85,163,L
94,179,XXL
67,161,M
96,171,XXL
91,179,XL
56,163,S
69,163,M
109,193,XXXL
0,0,XXS
96,189,XXL
60,165,S
106,196,XXXL
0,0,XXS
71,157,M
58,158,S
105,196,XXXL
88,156,XL
0,0,XXS
72,165,M
56,165,S
83,156,L
86,189,XL
118,200,XXXL
117,193,XXXL
59,158,S
116,193,XXXL
77,157,L
0,0,XXS
82,160,L
97,190,XXL
93,172,XXL
84,157,L
104,196,XXXL
92,182,XL
94,176,XXL
60,159,S
84,158,L
99,185,XXL
56,161,S
76,158,L
73,157,M
82,155,L
59,163,S
81,155,L
91,161,XL
58,156,S
73,157,M
58,158,S
71,164,M
84,160,L
84,163,L
55,160,S
60,157,S
95,187,XXL
74,157,M
108,196,XXXL
0,0,XXS
99,178,XXL
102,192,XXXL
76,156,L
104,200,XXXL
58,161,S
92,189,XL
68,163,M
105,193,XXXL
75,162,M
86,169,XL
68,160,M
91,167,XL
85,156,L
76,162,L
102,194,XXXL
113,200,XXXL
69,164,M
69,159,M
86,180,XL
118,191,XXXL
56,165,S
100,171,XXL
109,192,XXXL
105,197,XXXL
91,161,XL
68,164,M
107,196,XXXL
60,159,S
106,199,XXXL
118,195,XXXL
92,187,XL
59,165,S
84,161,L
59,159,S
109,196,XXXL
0,0,XXS
57,164,S
95,186,XXL
88,162,XL
75,159,M
109,196,XXXL
57,161,S
76,155,L
58,157,S
72,164,M
76,165,L
89,159,XL
71,159,M
84,155,L
103,193,XXXL
86,174,XL
120,192,XXXL
76,158,L
108,197,XXXL
56,156,S
84,158,L
88,160,XL
0,0,XXS
86,161,XL
0,0,XXS
66,160,M
118,194,XXXL
0,0,XXS
77,163,L
81,160,L
86,156,XL
67,155,M
73,157,M
91,156,XL
73,164,M
81,157,L
70,157,M
59,160,S
114,196,XXXL
0,0,XXS
86,161,XL
59,165,S
79,157,L
96,190,XXL
76,157,L
0,0,XXS
57,165,S
89,175,XL
57,165,S
56,164,S
94,172,XXL
111,191,XXXL
60,163,S
68,165,M
69,156,M
0,0,XXS
69,162,M
97,188,XXL
60,162,S
0,0,XXS
67,159,M
102,192,XXXL
0,0,XXS
0,0,XXS
69,164,M
81,160,L
114,198,XXXL
0,0,XXS
0,0,XXS
83,159,L
117,194,XXXL
88,170,XL
58,161,S
112,194,XXXL
69,155,M
80,164,L
75,157,M
84,155,L
70,159,M
55,158,S
0,0,XXS
87,160,XL
92,176,XL
88,175,XL
86,163,XL
58,158,S
91,184,XL
120,198,XXXL
66,164,M
0,0,XXS
89,174,XL
60,159,S
88,159,XL
60,157,S
66,156,M
83,161,L
56,164,S
55,156,S
90,168,XL
55,162,S
94,174,XXL
0,0,XXS
120,192,XXXL
56,157,S
60,158,S
84,165,L
67,161,M
57,158,S
60,165,S
88,175,XL
70,156,M
79,164,L
94,179,XXL
74,156,M
90,160,XL
73,163,M
91,185,XL
73,161,M
74,155,M
76,163,L
81,155,L
96,171,XXL
95,186,XXL
56,162,S
89,170,XL
86,178,XL
77,159,L
0,0,XXS
103,199,XXXL
77,160,L
87,178,XL
72,157,M
88,178,XL
71,155,M
120,194,XXXL
108,195,XXXL
0,0,XXS
0,0,XXS
77,161,L
81,163,L
59,164,S
99,183,XXL
0,0,XXS
56,165,S
70,157,M
118,196,XXXL
82,162,L
59,155,S
74,163,M
80,160,L
89,186,XL
100,172,XXL
104,197,XXXL
89,184,XL
87,156,XL
88,155,XL
101,192,XXXL
79,159,L
115,193,XXXL
87,175,XL
109,198,XXXL
0,0,XXS
86,170,XL
70,158,M
56,157,S
0,0,XXS
75,162,M
0,0,XXS
81,159,L
75,161,M
113,194,XXXL
55,157,S
112,199,XXXL
90,176,XL
81,161,L
86,169,XL
76,165,L
111,200,XXXL
101,197,XXXL
57,163,S
75,163,M
80,160,L
58,160,S
76,164,L
113,196,XXXL
72,157,M
67,158,M
72,161,M
57,161,S
115,197,XXXL
96,190,XXL
59,155,S
0,0,XXS
66,163,M
68,159,M
84,164,L
58,164,S
58,164,S
119,198,XXXL
0,0,XXS
0,0,XXS
73,164,M
89,190,XL
66,164,M
90,156,XL
60,156,S
60,160,S
75,162,M
57,158,S
101,193,XXXL
56,164,S
74,158,M
0,0,XXS
0,0,XXS
0,0,XXS
55,164,S
79,158,L
68,161,M
73,158,M
66,158,M
113,192,XXXL
69,156,M
90,173,XL
90,176,XL
0,0,XXS
90,159,XL
94,187,XXL
80,164,L
0,0,XXS
68,163,M
59,158,S
60,156,S
99,188,XXL
118,200,XXXL
0,0,XXS
60,158,S
75,156,M
68,157,M
73,165,M
87,181,XL
79,161,L
57,159,S
90,181,XL
83,161,L
71,158,M
105,198,XXXL
75,158,M
66,164,M
102,196,XXXL
0,0,XXS
0,0,XXS
88,160,XL
0,0,XXS
69,164,M
81,161,L
58,161,S
56,162,S
87,182,XL
0,0,XXS
0,0,XXS
113,192,XXXL
69,156,M
107,193,XXXL
88,185,XL
73,156,M
91,160,XL
104,195,XXXL
56,156,S
0,0,XXS
0,0,XXS
86,176,XL
90,160,XL
66,157,M
80,162,L
73,164,M
74,158,M
68,162,M
113,192,XXXL
86,181,XL
55,164,S
92,186,XL
72,161,M
72,155,M
90,182,XL
116,197,XXXL
93,174,XXL
93,190,XXL
115,192,XXXL
67,161,M
108,192,XXXL
98,175,XXL
80,158,L
85,158,L
91,159,XL
69,159,M
87,157,XL
91,166,XL
57,156,S
112,194,XXXL
81,160,L
85,164,L
94,172,XXL
83,165,L
67,158,M
92,187,XL
85,159,L
99,171,XXL
66,160,M
70,165,M
89,167,XL
99,176,XXL
91,165,XL
106,199,XXXL
57,162,S
58,160,S
79,157,L
104,193,XXXL
120,199,XXXL
58,157,S
84,162,L
67,160,M
0,0,XXS
117,199,XXXL
75,155,M
66,157,M
66,161,M
71,161,M
92,173,XL
67,164,M
68,157,M
108,200,XXXL
101,195,XXXL
118,197,XXXL
116,199,XXXL
77,164,L
118,199,XXXL
72,160,M
83,159,L
58,164,S
66,155,M
56,159,S
70,159,M
77,165,L
67,165,M
80,163,L
113,200,XXXL
55,161,S
0,0,XXS
67,160,M
74,162,M
74,155,M
73,161,M
57,158,S
80,160,L
85,156,L
117,194,XXXL
75,156,M
104,199,XXXL
113,194,XXXL
97,182,XXL
72,164,M
91,185,XL
87,166,XL
68,162,M
72,157,M
79,159,L
0,0,XXS
66,156,M
85,162,L
93,176,XXL
56,155,S
68,160,M
102,197,XXXL
120,193,XXXL
0,0,XXS
58,159,S
85,162,L
57,161,S
90,159,XL
56,155,S
84,159,L
66,164,M
0,0,XXS
101,195,XXXL
84,164,L
0,0,XXS
90,164,XL
59,160,S
68,160,M
66,160,M
114,191,XXXL
71,155,M
0,0,XXS
119,198,XXXL
92,158,XL
90,159,XL
120,197,XXXL
67,164,M
72,155,M
0,0,XXS
74,156,M
81,163,L
0,0,XXS
0,0,XXS
0,0,XXS
81,161,L
83,165,L
115,198,XXXL
96,179,XXL
83,165,L
75,155,M
81,158,L
70,156,M
89,168,XL
55,162,S
82,162,L
102,195,XXXL
88,188,XL
83,161,L
73,155,M
91,179,XL
72,155,M
90,160,XL
112,198,XXXL
72,164,M
71,155,M
115,196,XXXL
0,0,XXS
92,187,XL
74,155,M
75,163,M
68,164,M
0,0,XXS
72,164,M
83,157,L
93,187,XXL
57,158,S
89,189,XL
66,164,M
66,161,M
57,162,S
96,185,XXL
57,165,S
59,160,S
117,192,XXXL
119,191,XXXL
59,164,S
94,185,XXL
57,164,S
116,193,XXXL
87,177,XL
120,191,XXXL
73,160,M
85,155,L
74,164,M
90,168,XL
68,155,M
73,156,M
98,171,XXL
74,161,M
70,158,M
94,180,XXL
85,157,L
69,161,M
90,158,XL
0,0,XXS
60,164,S
85,163,L
118,199,XXXL
81,165,L
88,165,XL
72,155,M
94,170,XXL
110,196,XXXL
104,196,XXXL
87,174,XL
86,172,XL
80,160,L
75,160,M
116,198,XXXL
103,196,XXXL
92,160,XL
0,0,XXS
74,159,M
94,185,XXL
58,162,S
57,157,S
73,164,M
58,161,S
115,199,XXXL
75,155,M
105,197,XXXL
104,193,XXXL
110,192,XXXL
55,160,S
0,0,XXS
76,164,L
56,156,S
0,0,XXS
72,157,M
88,165,XL
89,155,XL
80,161,L
86,182,XL
71,165,M
57,161,S
88,162,XL
82,165,L
77,159,L
120,195,XXXL
70,159,M
59,158,S
75,156,M
59,156,S
92,159,XL
113,191,XXXL
69,163,M
69,160,M
104,199,XXXL
83,159,L
0,0,XXS
66,160,M
69,160,M
96,184,XXL
67,155,M
79,161,L
74,164,M
89,168,XL
60,157,S
0,0,XXS
91,185,XL
85,158,L
71,159,M
109,191,XXXL
96,174,XXL
0,0,XXS
86,170,XL
118,192,XXXL
70,161,M
99,174,XXL
55,156,S
88,156,XL
57,158,S
79,159,L
96,180,XXL
91,161,XL
110,192,XXXL
104,192,XXXL
68,163,M
71,159,M
80,157,L
69,161,M
86,156,XL
59,156,S
57,160,S
97,177,XXL
79,164,L
76,165,L
66,157,M
88,170,XL
60,164,S
0,0,XXS
109,194,XXXL
70,161,M
74,161,M
56,165,S
0,0,XXS
0,0,XXS
0,0,XXS
91,158,XL
56,161,S
104,196,XXXL
0,0,XXS
103,194,XXXL
100,170,XXL
84,157,L
92,182,XL
80,161,L
87,172,XL
80,159,L
0,0,XXS
82,155,L
77,159,L
79,160,L
105,192,XXXL
92,167,XL
89,167,XL
111,200,XXXL
72,155,M
0,0,XXS
83,165,L
81,159,L
58,160,S
115,191,XXXL
68,157,M
0,0,XXS
71,165,M
73,162,M
117,198,XXXL
95,186,XXL
73,162,M
0,0,XXS
72,157,M
104,192,XXXL
89,189,XL
73,155,M
77,161,L
75,165,M
59,165,S
71,160,M
72,163,M
67,158,M
82,161,L
89,174,XL
102,199,XXXL
0,0,XXS
113,200,XXXL
119,198,XXXL
89,166,XL
72,160,M
73,155,M
78,162,L
80,164,L
88,165,XL
68,160,M
57,165,S
107,191,XXXL
101,198,XXXL
96,177,XXL
74,164,M
89,165,XL
59,160,S
90,172,XL
60,155,S
71,157,M
0,0,XXS
60,164,S
96,187,XXL
66,160,M
0,0,XXS
106,195,XXXL
87,163,XL
70,157,M
71,156,M
92,166,XL
89,184,XL
85,161,L
99,188,XXL
74,158,M
68,162,M
81,156,L
66,161,M
105,200,XXXL
57,156,S
107,191,XXXL
88,171,XL
88,175,XL
68,160,M
80,156,L
114,200,XXXL
86,185,XL
119,193,XXXL
70,162,M
0,0,XXS
0,0,XXS
55,158,S
79,157,L
119,196,XXXL
67,157,M
55,160,S
106,193,XXXL
57,165,S
81,160,L
60,163,S
112,194,XXXL
120,200,XXXL
93,182,XXL
67,162,M
0,0,XXS
111,198,XXXL
75,161,M
107,195,XXXL
101,197,XXXL
73,156,M
75,159,M
56,156,S
90,168,XL
105,199,XXXL
82,163,L
110,196,XXXL
89,171,XL
81,162,L
91,186,XL
60,163,S
89,165,XL
56,162,S
68,155,M
0,0,XXS
109,195,XXXL
68,155,M
115,197,XXXL
56,155,S
66,162,M
85,164,L
91,180,XL
85,160,L
58,161,S
80,155,L
75,159,M
90,157,XL
67,162,M
78,157,L
108,192,XXXL
104,194,XXXL
110,192,XXXL
74,164,M
0,0,XXS
75,163,M
88,166,XL
78,164,L
59,162,S
113,197,XXXL
94,171,XXL
107,200,XXXL
59,158,S
99,172,XXL
56,164,S
0,0,XXS
91,157,XL
0,0,XXS
58,155,S
117,192,XXXL
101,191,XXXL
55,163,S
118,191,XXXL
67,158,M
116,193,XXXL
101,196,XXXL
90,169,XL
69,158,M
98,183,XXL
113,199,XXXL
96,175,XXL
88,164,XL
0,0,XXS
96,184,XXL
0,0,XXS
112,196,XXXL
103,200,XXXL
110,195,XXXL
90,181,XL
55,159,S
76,155,L
104,196,XXXL
71,156,M
91,180,XL
73,155,M
0,0,XXS
74,155,M
0,0,XXS
86,173,XL
76,164,L
91,172,XL
73,155,M
89,165,XL
107,192,XXXL
96,171,XXL
117,192,XXXL
73,157,M
90,179,XL
56,155,S
92,157,XL
60,163,S
0,0,XXS
68,158,M
96,172,XXL
59,155,S
56,157,S
114,194,XXXL
85,165,L
74,165,M
55,161,S
73,156,M
66,162,M
92,167,XL
68,164,M
88,178,XL
83,157,L
99,177,XXL
117,191,XXXL
68,158,M
86,172,XL
92,186,XL
87,167,XL
80,158,L
87,157,XL
92,159,XL
108,200,XXXL
97,178,XXL
100,190,XXL
68,155,M
91,162,XL
70,155,M
81,165,L
58,164,S
120,193,XXXL
103,197,XXXL
95,190,XXL
106,192,XXXL
59,156,S
98,179,XXL
71,162,M
69,161,M
73,158,M
78,160,L
116,193,XXXL
95,175,XXL
72,156,M
73,165,M
55,161,S
66,156,M
0,0,XXS
60,165,S
71,161,M
117,193,XXXL
77,165,L
83,161,L
73,161,M
55,157,S
98,182,XXL
116,195,XXXL
102,200,XXXL
78,156,L
68,159,M
110,198,XXXL
88,187,XL
76,158,L
0,0,XXS
114,192,XXXL
83,160,L
57,161,S
68,159,M
117,195,XXXL
94,172,XXL
70,164,M
114,197,XXXL
118,199,XXXL
72,159,M
91,173,XL
0,0,XXS
77,164,L
0,0,XXS
60,160,S
111,194,XXXL
66,161,M
81,155,L
92,188,XL
87,167,XL
79,156,L
0,0,XXS
76,156,L
66,162,M
73,163,M
67,165,M
76,164,L
75,160,M
69,160,M
57,161,S
90,168,XL
67,156,M
58,159,S
0,0,XXS
87,155,XL
59,155,S
57,156,S
67,165,M
83,165,L
70,155,M
99,185,XXL
56,160,S
100,177,XXL
91,186,XL
72,165,M
112,196,XXXL
90,187,XL
70,164,M
120,196,XXXL
74,165,M
70,160,M
71,164,M
67,165,M
70,160,M
0,0,XXS
77,162,L
75,164,M
118,198,XXXL
101,200,XXXL
60,163,S
90,182,XL
120,194,XXXL
79,156,L
89,189,XL
60,160,S
78,164,L
78,165,L
60,158,S
72,161,M
113,196,XXXL
92,169,XL
58,155,S
107,198,XXXL
96,189,XXL
89,162,XL
0,0,XXS
85,163,L
81,161,L
79,160,L
108,194,XXXL
100,190,XXL
67,156,M
106,196,XXXL
111,193,XXXL
68,162,M
67,158,M
89,178,XL
73,156,M
106,197,XXXL
56,155,S
72,161,M
92,174,XL
92,188,XL
66,160,M
86,160,XL
91,157,XL
99,175,XXL
91,177,XL
110,197,XXXL
67,158,M
107,195,XXXL
89,157,XL
58,159,S
66,164,M
96,185,XXL
92,158,XL
91,172,XL
59,160,S
77,156,L
58,157,S
99,173,XXL
73,159,M
58,160,S
100,187,XXL
0,0,XXS
83,160,L
67,161,M
89,178,XL
92,162,XL
70,161,M
70,165,M
59,155,S
107,198,XXXL
69,160,M
0,0,XXS
102,191,XXXL
86,166,XL
77,164,L
77,156,L
0,0,XXS
87,166,XL
55,163,S
87,189,XL
68,163,M
78,159,L
56,163,S
57,158,S
109,191,XXXL
72,157,M
0,0,XXS
90,168,XL
69,165,M
94,189,XXL
57,164,S
106,196,XXXL
69,157,M
70,158,M
0,0,XXS
87,172,XL
92,162,XL
100,176,XXL
86,171,XL
0,0,XXS
58,164,S
73,158,M
66,159,M
0,0,XXS
57,163,S
75,164,M
75,163,M
113,191,XXXL
72,159,M
92,190,XL
106,195,XXXL
55,163,S
120,191,XXXL
77,159,L
71,165,M
0,0,XXS
67,161,M
103,192,XXXL
58,155,S
58,155,S
0,0,XXS
106,195,XXXL
73,159,M
113,200,XXXL
86,184,XL
85,158,L
0,0,XXS
98,184,XXL
60,158,S
59,157,S
114,195,XXXL
73,163,M
111,198,XXXL
69,155,M
60,163,S
67,156,M
115,194,XXXL
74,161,M
67,165,M
58,163,S
56,163,S
57,161,S
59,161,S
59,155,S
79,161,L
118,191,XXXL
0,0,XXS
95,183,XXL
94,172,XXL
108,192,XXXL
91,158,XL
105,194,XXXL
87,162,XL
95,183,XXL
57,164,S
60,155,S
101,192,XXXL
113,194,XXXL
119,200,XXXL
85,155,L
67,160,M
71,156,M
67,159,M
111,200,XXXL
117,194,XXXL
60,163,S
73,155,M
108,195,XXXL
60,160,S
76,157,L
57,157,S
70,156,M
81,160,L
91,178,XL
58,165,S
58,157,S
58,158,S
117,191,XXXL
91,170,XL
79,157,L
0,0,XXS
101,197,XXXL
92,168,XL
74,161,M
69,165,M
110,197,XXXL
78,163,L
66,161,M
0,0,XXS
97,180,XXL
75,159,M
116,191,XXXL
59,163,S
59,165,S
73,157,M
0,0,XXS
68,155,M
55,164,S
58,163,S
66,155,M
70,161,M
74,157,M
60,157,S
91,164,XL
83,156,L
112,199,XXXL
60,156,S
70,159,M
96,174,XXL
72,162,M
114,200,XXXL
97,182,XXL
0,0,XXS
83,163,L
92,181,XL
81,159,L
97,175,XXL
78,164,L
91,169,XL
71,162,M
92,156,XL
68,161,M
88,180,XL
99,170,XXL
120,197,XXXL
92,174,XL
85,164,L
60,158,S
68,163,M
78,157,L
74,159,M
90,186,XL
56,161,S
88,186,XL
97,171,XXL
57,159,S
94,185,XXL
71,159,M
91,184,XL
91,170,XL
73,155,M
89,171,XL
110,195,XXXL
108,198,XXXL
0,0,XXS
99,172,XXL
87,159,XL
68,163,M
108,196,XXXL
88,169,XL
101,193,XXXL
103,195,XXXL
57,158,S
0,0,XXS
87,180,XL
78,160,L
74,157,M
0,0,XXS
92,155,XL
85,160,L
87,169,XL
71,164,M
88,169,XL
70,158,M
71,156,M
70,162,M
82,165,L
